# Metric Evaluation
# Base Directory: /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled
# Mesh Mask: /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/mesh_mask.nc
# Restart File: /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_35524800_restart.nc
# Output Files:
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_10d_grid_inst_T_3D.nc
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_10d_grid_inst_U_3D.nc
#   - /rds/project/rds-DKRMHAHoC3M/nemo/data/DINO/etienne_restart3_temporal_cadence/nemo-spinup-bench/examples/1-resampling-temporal-data/resampled/DINO_10d_grid_inst_V_3D.nc
#
timestamp,check_density_from_file,temperature_500m_30NS_metric,temperature_BWbox_metric,temperature_DWbox_metric,ACC_Drake_metric,ACC_Drake_metric_2,NASTG_BSF_max,check_density_computed
3060-10-11 00:00:00,Error: 'density',10.282910,4.328511,5.452529,152.182074,Error: 'ssh',Error: 'ssh',0.004834
3060-10-21 00:00:00,Error: 'density',10.273483,4.328720,5.450594,183.919251,Error: 'ssh',Error: 'ssh',0.004909
3060-11-01 00:00:00,Error: 'density',10.266407,4.328179,5.449566,217.336105,Error: 'ssh',Error: 'ssh',0.005049
3060-11-11 00:00:00,Error: 'density',10.267111,4.326672,5.449681,200.289528,Error: 'ssh',Error: 'ssh',0.005164
3060-11-21 00:00:00,Error: 'density',10.271017,4.325543,5.449984,191.657177,Error: 'ssh',Error: 'ssh',0.005370
3060-12-01 00:00:00,Error: 'density',10.272290,4.325081,5.449610,204.169771,Error: 'ssh',Error: 'ssh',0.005491
3060-12-11 00:00:00,Error: 'density',10.261810,4.325558,5.448220,205.811485,Error: 'ssh',Error: 'ssh',0.005531
3060-12-21 00:00:00,Error: 'density',10.257850,4.325450,5.447899,222.052268,Error: 'ssh',Error: 'ssh',0.005565
3061-01-01 00:00:00,Error: 'density',10.260315,4.324871,5.448231,217.372496,Error: 'ssh',Error: 'ssh',0.005527
3061-01-11 00:00:00,Error: 'density',10.258557,4.325339,5.447671,208.027528,Error: 'ssh',Error: 'ssh',0.005315
3061-01-21 00:00:00,Error: 'density',10.248842,4.327449,5.445309,195.194831,Error: 'ssh',Error: 'ssh',0.005203
3061-02-01 00:00:00,Error: 'density',10.237468,4.330518,5.441833,184.683446,Error: 'ssh',Error: 'ssh',0.005133
3061-02-11 00:00:00,Error: 'density',10.238961,4.330742,5.441937,204.796844,Error: 'ssh',Error: 'ssh',0.004936
3061-02-21 00:00:00,Error: 'density',10.243360,4.330122,5.443185,201.658993,Error: 'ssh',Error: 'ssh',0.004902
3061-03-01 00:00:00,Error: 'density',10.237141,4.331805,5.442451,208.579339,Error: 'ssh',Error: 'ssh',0.004787
3061-03-11 00:00:00,Error: 'density',10.232211,4.333465,5.441322,197.144337,Error: 'ssh',Error: 'ssh',0.004702
3061-03-21 00:00:00,Error: 'density',10.225232,4.335329,5.439341,204.232018,Error: 'ssh',Error: 'ssh',0.004698
3061-04-01 00:00:00,Error: 'density',10.218764,4.336974,5.437926,198.654930,Error: 'ssh',Error: 'ssh',0.004559
3061-04-11 00:00:00,Error: 'density',10.224192,4.337692,5.438461,167.695173,Error: 'ssh',Error: 'ssh',0.004583
3061-04-21 00:00:00,Error: 'density',10.226086,4.338176,5.438881,197.413693,Error: 'ssh',Error: 'ssh',0.004578
3061-05-01 00:00:00,Error: 'density',10.224342,4.339011,5.438026,214.002514,Error: 'ssh',Error: 'ssh',0.004578
3061-05-11 00:00:00,Error: 'density',10.223491,4.339221,5.437455,216.908273,Error: 'ssh',Error: 'ssh',0.004505
3061-05-21 00:00:00,Error: 'density',10.215704,4.340349,5.436242,205.050880,Error: 'ssh',Error: 'ssh',0.004477
3061-06-01 00:00:00,Error: 'density',10.215228,4.340672,5.435637,209.844850,Error: 'ssh',Error: 'ssh',0.004482
3061-06-11 00:00:00,Error: 'density',10.221149,4.339600,5.436541,216.336568,Error: 'ssh',Error: 'ssh',0.004356
3061-06-21 00:00:00,Error: 'density',10.226268,4.338185,5.437326,200.298037,Error: 'ssh',Error: 'ssh',0.004410
3061-07-01 00:00:00,Error: 'density',10.230220,4.337014,5.437404,188.238044,Error: 'ssh',Error: 'ssh',0.004377
3061-07-11 00:00:00,Error: 'density',10.226449,4.336758,5.436143,204.791985,Error: 'ssh',Error: 'ssh',0.004419
3061-07-21 00:00:00,Error: 'density',10.223460,4.335966,5.435151,235.946110,Error: 'ssh',Error: 'ssh',0.004407
3061-08-01 00:00:00,Error: 'density',10.226523,4.334141,5.435734,225.222608,Error: 'ssh',Error: 'ssh',0.004410
3061-08-11 00:00:00,Error: 'density',10.232375,4.332904,5.436432,191.078649,Error: 'ssh',Error: 'ssh',0.004419
3061-08-21 00:00:00,Error: 'density',10.235453,4.332246,5.436593,175.390068,Error: 'ssh',Error: 'ssh',0.004520
3061-09-01 00:00:00,Error: 'density',10.236084,4.331658,5.436495,207.073400,Error: 'ssh',Error: 'ssh',0.004563
3061-09-11 00:00:00,Error: 'density',10.237722,4.330237,5.437147,195.026173,Error: 'ssh',Error: 'ssh',0.004685
3061-09-21 00:00:00,Error: 'density',10.237019,4.328541,5.436989,199.789816,Error: 'ssh',Error: 'ssh',0.004659
3061-10-01 00:00:00,Error: 'density',10.232158,4.327074,5.436835,206.630202,Error: 'ssh',Error: 'ssh',0.004730
3061-10-11 00:00:00,Error: 'density',10.234848,4.326129,5.437073,187.596791,Error: 'ssh',Error: 'ssh',0.004777
3061-10-21 00:00:00,Error: 'density',10.237322,4.325826,5.436373,204.519225,Error: 'ssh',Error: 'ssh',0.004980
3061-11-01 00:00:00,Error: 'density',10.241550,4.324581,5.436741,215.999330,Error: 'ssh',Error: 'ssh',0.005120
3061-11-11 00:00:00,Error: 'density',10.243152,4.323280,5.437124,205.215871,Error: 'ssh',Error: 'ssh',0.005215
3061-11-21 00:00:00,Error: 'density',10.237210,4.323465,5.436014,200.372958,Error: 'ssh',Error: 'ssh',0.005405
3061-12-01 00:00:00,Error: 'density',10.227306,4.324464,5.434476,209.435988,Error: 'ssh',Error: 'ssh',0.005589
3061-12-11 00:00:00,Error: 'density',10.223380,4.324078,5.434288,212.984846,Error: 'ssh',Error: 'ssh',0.005663
3061-12-21 00:00:00,Error: 'density',10.221375,4.324581,5.434151,211.261768,Error: 'ssh',Error: 'ssh',0.005638
3062-01-01 00:00:00,Error: 'density',10.221353,4.325342,5.433461,196.972468,Error: 'ssh',Error: 'ssh',0.005533
3062-01-11 00:00:00,Error: 'density',10.216034,4.326253,5.432363,196.687665,Error: 'ssh',Error: 'ssh',0.005536
3062-01-21 00:00:00,Error: 'density',10.204998,4.328058,5.431079,209.500741,Error: 'ssh',Error: 'ssh',0.005462
3062-02-01 00:00:00,Error: 'density',10.200306,4.329006,5.430938,198.574946,Error: 'ssh',Error: 'ssh',0.005319
3062-02-11 00:00:00,Error: 'density',10.201009,4.328994,5.431280,203.764756,Error: 'ssh',Error: 'ssh',0.005116
3062-02-21 00:00:00,Error: 'density',10.202714,4.329468,5.430994,217.961832,Error: 'ssh',Error: 'ssh',0.004987
3062-03-01 00:00:00,Error: 'density',10.205006,4.329792,5.431155,233.429595,Error: 'ssh',Error: 'ssh',0.004817
3062-03-11 00:00:00,Error: 'density',10.195567,4.332320,5.429391,187.851190,Error: 'ssh',Error: 'ssh',0.004847
3062-03-21 00:00:00,Error: 'density',10.193533,4.333922,5.428325,177.476737,Error: 'ssh',Error: 'ssh',0.004810
3062-04-01 00:00:00,Error: 'density',10.181935,4.335455,5.427287,210.408836,Error: 'ssh',Error: 'ssh',0.004824
3062-04-11 00:00:00,Error: 'density',10.179473,4.335528,5.427630,208.933868,Error: 'ssh',Error: 'ssh',0.004622
3062-04-21 00:00:00,Error: 'density',10.178961,4.334941,5.427880,171.234249,Error: 'ssh',Error: 'ssh',0.004502
3062-05-01 00:00:00,Error: 'density',10.176653,4.335734,5.426923,149.401622,Error: 'ssh',Error: 'ssh',0.004504
3062-05-11 00:00:00,Error: 'density',10.176441,4.335621,5.426895,189.524908,Error: 'ssh',Error: 'ssh',0.004464
3062-05-21 00:00:00,Error: 'density',10.180109,4.334645,5.427418,194.301511,Error: 'ssh',Error: 'ssh',0.004411
3062-06-01 00:00:00,Error: 'density',10.176681,4.335364,5.426073,203.748873,Error: 'ssh',Error: 'ssh',0.004387
3062-06-11 00:00:00,Error: 'density',10.172015,4.335031,5.426022,208.746063,Error: 'ssh',Error: 'ssh',0.004453
3062-06-21 00:00:00,Error: 'density',10.163939,4.335954,5.425198,173.332183,Error: 'ssh',Error: 'ssh',0.004435
3062-07-01 00:00:00,Error: 'density',10.168401,4.334426,5.426084,176.267590,Error: 'ssh',Error: 'ssh',0.004363
3062-07-11 00:00:00,Error: 'density',10.177644,4.332551,5.427296,200.666770,Error: 'ssh',Error: 'ssh',0.004396
3062-07-21 00:00:00,Error: 'density',10.173746,4.332974,5.426637,195.768025,Error: 'ssh',Error: 'ssh',0.004459
3062-08-01 00:00:00,Error: 'density',10.170469,4.332831,5.426193,209.386237,Error: 'ssh',Error: 'ssh',0.004456
3062-08-11 00:00:00,Error: 'density',10.171292,4.332607,5.425342,220.148983,Error: 'ssh',Error: 'ssh',0.004612
3062-08-21 00:00:00,Error: 'density',10.164337,4.332452,5.424467,213.981020,Error: 'ssh',Error: 'ssh',0.004714
3062-09-01 00:00:00,Error: 'density',10.163557,4.331320,5.424265,203.180744,Error: 'ssh',Error: 'ssh',0.004769
3062-09-11 00:00:00,Error: 'density',10.159936,4.330950,5.423611,194.788143,Error: 'ssh',Error: 'ssh',0.004761
3062-09-21 00:00:00,Error: 'density',10.151246,4.330544,5.422433,194.766440,Error: 'ssh',Error: 'ssh',0.004883
3062-10-01 00:00:00,Error: 'density',10.141632,4.330460,5.420758,196.275808,Error: 'ssh',Error: 'ssh',0.004991
3062-10-11 00:00:00,Error: 'density',10.135453,4.330024,5.420043,195.107352,Error: 'ssh',Error: 'ssh',0.005078
3062-10-21 00:00:00,Error: 'density',10.129254,4.329667,5.419244,211.957040,Error: 'ssh',Error: 'ssh',0.005175
3062-11-01 00:00:00,Error: 'density',10.125948,4.328865,5.418539,212.503248,Error: 'ssh',Error: 'ssh',0.005208
3062-11-11 00:00:00,Error: 'density',10.125150,4.328025,5.418017,233.195165,Error: 'ssh',Error: 'ssh',0.005235
3062-11-21 00:00:00,Error: 'density',10.126700,4.326981,5.417977,227.080424,Error: 'ssh',Error: 'ssh',0.005376
3062-12-01 00:00:00,Error: 'density',10.132259,4.325664,5.418590,193.575098,Error: 'ssh',Error: 'ssh',0.005454
3062-12-11 00:00:00,Error: 'density',10.136256,4.324531,5.418896,193.503065,Error: 'ssh',Error: 'ssh',0.005561
3062-12-21 00:00:00,Error: 'density',10.136454,4.324145,5.418678,206.754070,Error: 'ssh',Error: 'ssh',0.005552
3063-01-01 00:00:00,Error: 'density',10.127880,4.326446,5.416830,225.005551,Error: 'ssh',Error: 'ssh',0.005443
